hour,value,Technology
553,0.0,curtailment
554,0.0,curtailment
555,0.0,curtailment
556,0.0,curtailment
557,0.0,curtailment
558,0.0,curtailment
559,0.0,curtailment
560,0.0,curtailment
561,0.0,curtailment
562,0.0,curtailment
563,0.0,curtailment
564,0.0,curtailment
565,0.0,curtailment
566,0.0,curtailment
567,0.0,curtailment
568,0.0,curtailment
569,0.0,curtailment
570,0.0,curtailment
571,0.0,curtailment
572,0.0,curtailment
573,0.0,curtailment
574,0.0,curtailment
575,0.0,curtailment
576,0.0,curtailment
577,0.0,curtailment
578,0.0,curtailment
579,0.0,curtailment
580,0.0,curtailment
581,0.0,curtailment
582,0.0,curtailment
583,0.0,curtailment
584,0.0,curtailment
585,0.0,curtailment
586,0.0,curtailment
587,0.0,curtailment
588,0.0,curtailment
589,0.0,curtailment
590,0.0,curtailment
591,0.0,curtailment
592,0.0,curtailment
593,0.0,curtailment
594,0.0,curtailment
595,0.0,curtailment
596,0.0,curtailment
597,0.0,curtailment
598,0.0,curtailment
599,0.0,curtailment
600,0.0,curtailment
601,0.0,curtailment
602,0.0,curtailment
603,0.0,curtailment
604,0.0,curtailment
605,0.0,curtailment
606,0.0,curtailment
607,0.0,curtailment
608,0.0,curtailment
609,0.0,curtailment
610,0.0,curtailment
611,0.0,curtailment
612,0.0,curtailment
613,0.0,curtailment
614,0.0,curtailment
615,0.0,curtailment
616,0.0,curtailment
617,0.0,curtailment
618,0.0,curtailment
619,0.0,curtailment
620,0.0,curtailment
621,0.0,curtailment
622,0.0,curtailment
623,0.0,curtailment
624,0.0,curtailment
625,0.0,curtailment
626,0.0,curtailment
627,0.0,curtailment
628,0.0,curtailment
629,0.0,curtailment
630,0.0,curtailment
631,0.0,curtailment
632,0.0,curtailment
633,0.0,curtailment
634,0.0,curtailment
635,0.0,curtailment
636,0.0,curtailment
637,0.0,curtailment
638,0.0,curtailment
639,0.0,curtailment
640,0.0,curtailment
641,0.0,curtailment
642,0.0,curtailment
643,0.0,curtailment
644,0.0,curtailment
645,0.0,curtailment
646,0.0,curtailment
647,0.0,curtailment
648,0.0,curtailment
649,0.0,curtailment
650,0.0,curtailment
651,0.0,curtailment
652,0.0,curtailment
653,0.0,curtailment
654,0.0,curtailment
655,0.0,curtailment
656,0.0,curtailment
657,0.0,curtailment
658,0.0,curtailment
659,0.0,curtailment
660,0.0,curtailment
661,0.0,curtailment
662,0.0,curtailment
663,0.0,curtailment
664,0.0,curtailment
665,0.0,curtailment
666,0.0,curtailment
667,0.0,curtailment
668,0.0,curtailment
669,0.0,curtailment
670,0.0,curtailment
671,0.0,curtailment
672,0.0,curtailment
673,0.0,curtailment
674,0.0,curtailment
675,0.0,curtailment
676,0.0,curtailment
677,0.0,curtailment
678,0.0,curtailment
679,0.0,curtailment
680,0.0,curtailment
681,0.0,curtailment
682,0.0,curtailment
683,0.0,curtailment
684,0.0,curtailment
685,0.0,curtailment
686,0.0,curtailment
687,0.0,curtailment
688,0.0,curtailment
689,0.0,curtailment
690,0.0,curtailment
691,0.0,curtailment
692,0.0,curtailment
693,0.0,curtailment
694,0.0,curtailment
695,0.0,curtailment
696,0.0,curtailment
697,0.0,curtailment
698,0.0,curtailment
699,0.0,curtailment
700,0.0,curtailment
701,0.0,curtailment
702,0.0,curtailment
703,0.0,curtailment
704,0.0,curtailment
705,0.0,curtailment
706,0.0,curtailment
707,1986.473992821675,curtailment
708,3116.2853872634178,curtailment
709,2762.076684942993,curtailment
710,2055.831805160303,curtailment
711,0.0,curtailment
712,1951.5591309051451,curtailment
713,2045.3139836076261,curtailment
714,2780.426544861375,curtailment
715,0.0,curtailment
716,0.0,curtailment
717,0.0,curtailment
718,0.0,curtailment
719,0.0,curtailment
720,0.0,curtailment
721,0.0,curtailment
722,0.0,curtailment
723,0.0,curtailment
724,0.0,curtailment
725,1335.492171048345,curtailment
726,4457.02467740507,curtailment
727,3078.805357276866,curtailment
728,0.0,curtailment
729,0.0,curtailment
730,0.0,curtailment
731,0.0,curtailment
732,0.0,curtailment
733,0.0,curtailment
734,0.0,curtailment
735,0.0,curtailment
736,0.0,curtailment
737,0.0,curtailment
738,0.0,curtailment
739,0.0,curtailment
740,0.0,curtailment
741,0.0,curtailment
742,0.0,curtailment
743,0.0,curtailment
744,0.0,curtailment
745,0.0,curtailment
746,0.0,curtailment
747,97.78866222038778,curtailment
748,558.1682696202961,curtailment
749,747.7834113448398,curtailment
750,125.72805444039386,curtailment
751,0.0,curtailment
752,0.0,curtailment
753,0.0,curtailment
754,4032.975364094059,curtailment
755,6341.388118663033,curtailment
756,5755.0569219453755,curtailment
757,4284.63700409313,curtailment
758,2663.3775773847183,curtailment
759,0.0,curtailment
760,533.0972904856835,curtailment
761,0.0,curtailment
762,0.0,curtailment
763,0.0,curtailment
764,0.0,curtailment
765,0.0,curtailment
766,0.0,curtailment
767,0.0,curtailment
768,0.0,curtailment
769,0.0,curtailment
770,0.0,curtailment
771,0.0,curtailment
772,0.0,curtailment
773,0.0,curtailment
774,0.0,curtailment
775,0.0,curtailment
776,0.0,curtailment
777,0.0,curtailment
778,0.0,curtailment
779,0.0,curtailment
780,948.6143333601067,curtailment
781,647.8627021115408,curtailment
782,0.0,curtailment
