Onshore turbines,Offshore trubines fixed,Utility scale PV,"Biogas, Basic plant, large",CCS
0.0,108230.80524671063,0.0,0.0,0.0
0.0,108181.48057767423,0.0,0.0,0.0
0.0,108608.25094221636,0.0,0.0,0.0
0.0,108118.44550783146,0.0,0.0,0.0
0.0,105039.17688370091,0.0,0.0,0.0
0.0,99983.58948835601,0.0,0.0,0.0
0.0,96320.78217173816,0.0,0.0,0.0
0.0,95429.38762688181,0.0,0.0,0.0
0.0,94285.60699865587,0.0,0.0,0.0
0.0,91834.64070629871,0.0,0.0,0.0
0.0,88746.55044977681,0.0,0.0,0.0
0.0,86582.71053924684,0.0,0.0,0.0
0.0,85653.81722883844,16.52743561122001,0.0,0.0
0.0,82419.39165853077,66.10974244488004,0.0,0.0
0.0,80323.14784759386,125.60851064527208,0.0,0.0
0.0,76855.37234802422,138.8304591342481,0.0,0.0
0.0,71927.65765502068,102.47010078956406,0.0,0.0
0.0,66927.92239045065,46.27681971141603,0.0,0.0
0.0,60904.741210708096,3.305487122244002,0.0,0.0
0.0,57248.76178293805,0.0,0.0,0.0
0.0,54637.09429865937,0.0,0.0,0.0
0.0,52035.9144516509,0.0,0.0,0.0
0.0,50786.82046583667,0.0,0.0,0.0
0.0,50303.433246968714,0.0,0.0,0.0
0.0,52283.65757060401,0.0,0.0,0.0
0.0,59038.515319275466,0.0,0.0,0.0
0.0,66689.5744465521,0.0,0.0,0.0
0.0,74824.43046602755,0.0,0.0,0.0
0.0,82762.99833690682,0.0,0.0,0.0
0.0,92082.60231769495,0.0,0.0,0.0
0.0,99328.98612874091,0.0,0.0,0.0
0.0,105161.01373230082,0.0,0.0,0.0
0.0,109597.61203626073,0.0,0.0,0.0
0.0,111270.5540501902,0.0,0.0,0.0
0.0,113403.34072224046,0.0,0.0,0.0
0.0,114668.35734484774,0.0,0.0,0.0
0.0,114876.96300492535,42.97133258917202,0.0,0.0
0.0,114752.61349322942,112.38656215629608,0.0,0.0
0.0,113978.52207877806,185.10727884566413,0.0,0.0
0.0,112973.10179016367,244.60604704605615,0.0,0.0
0.0,111853.02759201724,244.60604704605615,0.0,0.0
0.0,109960.99228073996,122.30302352302807,0.0,0.0
0.0,106859.05506563476,9.916461366732007,0.0,0.0
0.0,106512.19831216717,0.0,0.0,0.0
0.0,110392.0232479231,0.0,0.0,0.0
0.0,113074.8373339957,0.0,0.0,0.0
0.0,112478.73532602849,0.0,0.0,0.0
0.0,111944.76710657612,0.0,0.0,0.0
0.0,112554.41564601734,0.0,0.0,0.0
0.0,114995.74095932144,0.0,0.0,0.0
0.0,117443.26599569932,0.0,0.0,0.0
0.0,117428.02614779105,0.0,0.0,0.0
0.0,116989.89417620622,0.0,0.0,0.0
0.0,119734.95129701526,0.0,0.0,0.0
0.0,120395.91824903649,0.0,0.0,0.0
0.0,119903.57284000021,0.0,0.0,0.0
0.0,119051.3430655748,0.0,0.0,0.0
0.0,120537.88371395967,0.0,0.0,0.0
0.0,121582.1137227849,0.0,0.0,0.0
0.0,121874.92090813338,0.0,0.0,0.0
0.0,121536.0937519508,42.97133258917202,0.0,0.0
0.0,121565.78141266099,92.55363942283206,0.0,0.0
0.0,122499.5088683736,112.38656215629608,0.0,0.0
0.0,122755.55470016564,95.85912654507607,0.0,0.0
0.0,122709.53472933154,62.80425532263604,0.0,0.0
0.0,122188.56681024536,26.443896977952015,0.0,0.0
0.0,122226.74836468216,0.0,0.0,0.0
0.0,122574.31521858995,0.0,0.0,0.0
0.0,122271.18426530359,0.0,0.0,0.0
0.0,122231.91024865111,0.0,0.0,0.0
0.0,123236.4292559376,0.0,0.0,0.0
0.0,123746.47255286732,0.0,0.0,0.0
0.0,124629.89212354945,0.0,0.0,0.0
0.0,125680.48572478077,0.0,0.0,0.0
0.0,126586.73775576992,0.0,0.0,0.0
0.0,127155.96519323223,0.0,0.0,0.0
0.0,127631.54130725833,0.0,0.0,0.0
