hour,Technology,value
4603,demand,4461.131893717308
4604,demand,4369.772523147035
4605,demand,4214.452532522745
4606,demand,3881.1639946564283
4607,demand,3620.4024968046688
4608,demand,3349.591183935051
4609,demand,3228.115996224446
4610,demand,3146.902422901367
4611,demand,3084.1317050541247
4612,demand,3113.538868562056
4613,demand,3439.871076380112
4614,demand,4402.456327854685
4615,demand,4940.576723545505
4616,demand,5157.818386683659
4617,demand,5156.477138890843
4618,demand,4956.820365497655
4619,demand,4730.178019407502
4620,demand,4652.852025939734
4621,demand,4545.831917848996
4622,demand,4440.563848978125
4623,demand,4403.16385946278
4624,demand,4518.367176854041
4625,demand,4479.852781819334
4626,demand,4393.066923503954
4627,demand,4375.422099241313
4628,demand,4323.814895171364
4629,demand,4194.574835335644
4630,demand,3831.772438257005
4631,demand,3568.23867233537
4632,demand,3293.735284647876
4633,demand,3240.407892871513
4634,demand,3154.080454539371
4635,demand,3093.03210653405
4636,demand,3127.368861908653
4637,demand,3556.361162877127
4638,demand,4335.320073029527
4639,demand,4831.167724539465
4640,demand,5061.2506828485075
4641,demand,5072.450585315139
4642,demand,4839.302547710424
4643,demand,4547.528237023051
4644,demand,4378.063874535471
4645,demand,4196.5252127750555
4646,demand,4044.395435059689
4647,demand,4061.4782081471913
4648,demand,4219.691964423901
4649,demand,4222.2552107177835
4650,demand,4158.096639331363
4651,demand,4116.997458776988
4652,demand,4046.66319494598
4653,demand,3988.6427718463483
4654,demand,3702.789155285447
4655,demand,3490.878792791706
4656,demand,3204.3987568731463
4657,demand,3164.287378615789
4658,demand,3055.945273760617
4659,demand,2956.283953301866
4660,demand,2867.650523418433
4661,demand,3021.0647332245007
4662,demand,3485.3993001465687
4663,demand,3883.8561372748873
4664,demand,4279.0027636641225
4665,demand,4338.861044668267
4666,demand,4138.967586725052
4667,demand,3927.890303790197
4668,demand,3805.481567657822
4669,demand,3686.919745618087
4670,demand,3633.1123360716383
4671,demand,3695.4083504310256
4672,demand,3889.774470871669
4673,demand,3922.99975808844
4674,demand,3892.5508048635847
4675,demand,3912.564701700516
4676,demand,3905.6904386667657
4677,demand,3856.343092310993
4678,demand,3612.998950717212
4679,demand,3419.242042512653
4680,demand,3161.645080074445
4681,demand,3094.742915618715
4682,demand,2991.494061304616
4683,demand,2892.640755631663
4684,demand,2789.0721963928227
4685,demand,2921.7700512948795
4686,demand,3364.6084631910817
4687,demand,3748.3039089918193
4688,demand,4123.916137280708
4689,demand,4184.914714065386
4690,demand,4028.529402843945
4691,demand,3857.600436404026
4692,demand,3760.688567577993
4693,demand,3668.6448785545263
4694,demand,3637.586266233997
4695,demand,3723.07256058848
4696,demand,3971.09264685362
4697,demand,4042.30780377171
4698,demand,4027.9829197321287
4699,demand,4067.169180504325
4700,demand,4052.806467776316
4701,demand,3966.373147705629
4702,demand,3653.9257149080922
4703,demand,3450.8990623212594
4704,demand,3217.524981900588
4705,demand,3093.724918793583
4706,demand,3023.8767986508683
4707,demand,2971.777959114572
4708,demand,2982.293027596882
4709,demand,3408.0276584619323
4710,demand,4214.73372012232
4711,demand,4758.634204101571
4712,demand,5082.770032036018
4713,demand,5101.4602466648685
4714,demand,4890.241078596988
4715,demand,4670.30229516693
4716,demand,4583.324983067112
4717,demand,4479.116834819133
4718,demand,4361.067772320623
4719,demand,4325.356679400249
4720,demand,4470.594015132976
4721,demand,4457.4958375888245
4722,demand,4380.73751228445
4723,demand,4366.70133102588
4724,demand,4295.252996376979
4725,demand,4191.670572230826
4726,demand,3829.8550752504307
4727,demand,3576.95167243598
4728,demand,3310.374088806966
4729,demand,3221.115224171434
4730,demand,3137.324772374549
4731,demand,3082.044196774673
4732,demand,3078.885989868329
4733,demand,3515.051643751909
4734,demand,4304.712710310359
4735,demand,4813.697184899239
4736,demand,5080.003808355456
4737,demand,5091.9545701973
4738,demand,4876.888074931724
4739,demand,4653.959755908405
4740,demand,4577.36629217506
4741,demand,4500.817778070004
4742,demand,4389.136856020323
4743,demand,4357.474968038653
4744,demand,4485.895594622579
4745,demand,4460.1200384285985
4746,demand,4390.889434362643
4747,demand,4386.780886628396
4748,demand,4313.36670341983
4749,demand,4200.941211020832
4750,demand,3844.062016951241
4751,demand,3579.701174984011
4752,demand,3305.193588269854
4753,demand,3195.9703456874768
4754,demand,3117.0810450108766
4755,demand,3056.006939158105
4756,demand,3049.639132902974
4757,demand,3494.804426749314
4758,demand,4306.3379594970975
4759,demand,4802.148038367168
4760,demand,5040.426473503448
4761,demand,5049.971142682509
4762,demand,4845.88222018636
4763,demand,4639.01945156946
4764,demand,4577.1765959253225
4765,demand,4506.945807395171
4766,demand,4391.529691973043
4767,demand,4393.667279023315
4768,demand,4543.845021426304
4769,demand,4503.82772268854
4770,demand,4417.614574202587
4771,demand,4385.433800256792
4772,demand,4316.368859191368
4773,demand,4176.839160341633
4774,demand,3836.9739516898558
4775,demand,3575.2547971257873
4776,demand,3309.2833547196396
4777,demand,3230.4896661334787
4778,demand,3144.775831651038
4779,demand,3081.261583861004
4780,demand,3067.815100240236
4781,demand,3411.48078761537
4782,demand,4286.213460356492
4783,demand,4840.266709355745
4784,demand,5110.349305320153
4785,demand,5117.650386473344
4786,demand,4915.38756174503
4787,demand,4714.312759804548
4788,demand,4640.567607151017
4789,demand,4526.555982507962
4790,demand,4399.604136049412
4791,demand,4366.847397526055
4792,demand,4467.528249012723
4793,demand,4422.801644499663
4794,demand,4357.064270030758
4795,demand,4363.651801761927
4796,demand,4298.405348798079
4797,demand,4158.751623684547
4798,demand,3805.7517437283386
4799,demand,3528.643836685553
4800,demand,3252.3333835486774
4801,demand,3158.469444039264
4802,demand,3073.335871931375
4803,demand,3014.801386631109
4804,demand,3000.52422571877
4805,demand,3351.674371819725
4806,demand,4196.257064258654
4807,demand,4758.925785156492
4808,demand,5057.154119173928
4809,demand,5068.396342010246
4810,demand,4835.825658545173
4811,demand,4585.13803049044
4812,demand,4426.358283399622
4813,demand,4264.688885720681
4814,demand,4158.785696660358
4815,demand,4165.193902129631
4816,demand,4339.868054984682
4817,demand,4344.438973694166
4818,demand,4224.93079567936
4819,demand,4163.86445014649
4820,demand,4080.591599498054
4821,demand,3943.592012194668
4822,demand,3670.260430658776
4823,demand,3451.847848470261
4824,demand,3174.265263740441
4825,demand,3121.510997191179
4826,demand,3012.0079997485027
4827,demand,2917.213387619057
4828,demand,2803.3086579636406
4829,demand,2855.5283374785013
4830,demand,3386.706906555044
4831,demand,3808.926159542077
4832,demand,4122.6522269968145
4833,demand,4224.835013440664
4834,demand,4049.136420944259
4835,demand,3894.336995211228
4836,demand,3805.5059168321172
4837,demand,3714.317422426888
4838,demand,3672.819132765311
4839,demand,3742.473100088936
4840,demand,3897.8932210444323
4841,demand,3921.360355735672
4842,demand,3873.826456931078
4843,demand,3889.969598201098
4844,demand,3860.557359932356
4845,demand,3805.096936448726
4846,demand,3557.443537522444
4847,demand,3353.3425666994117
4848,demand,3091.4823617585307
4849,demand,3062.673700875886
4850,demand,2957.690913110344
4851,demand,2859.560332875194
4852,demand,2747.9497377913694
4853,demand,2782.77179326236
4854,demand,3291.6256556917797
4855,demand,3706.2518662150187
4856,demand,4049.8069473200308
4857,demand,4141.243576351245
4858,demand,4053.867896626968
4859,demand,3931.4220491235164
4860,demand,3884.630791874745
4861,demand,3839.294444895543
4862,demand,3895.344353036059
4863,demand,4052.21573006804
4864,demand,4309.93684682527
4865,demand,4337.255519829105
4866,demand,4311.213133481928
4867,demand,4255.296935589476
4868,demand,4122.459291888857
4869,demand,3924.539879269075
4870,demand,3633.1208584136393
4871,demand,3429.30974396474
4872,demand,3211.468345579586
4873,demand,3058.755738055265
4874,demand,2976.316055181921
4875,demand,2919.445014849768
4876,demand,2920.915521856725
4877,demand,3283.4209079861976
4878,demand,4107.250306098958
4879,demand,4658.25803125894
4880,demand,4939.407054304488
4881,demand,4951.00366679938
4882,demand,4773.515577975735
4883,demand,4577.039334304488
4884,demand,4513.8935509827315
4885,demand,4407.245488344045
4886,demand,4310.280978563322
4887,demand,4284.956529906038
4888,demand,4425.123991329333
4889,demand,4428.244320062886
4890,demand,4379.725186510732
4891,demand,4367.169250535018
4892,demand,4291.462563993009
4893,demand,4152.208662445072
4894,demand,3789.2201655505614
4895,demand,3503.851226639521
4896,demand,3223.929118427577
4897,demand,3147.0053719477964
4898,demand,3055.610721401987
4899,demand,2999.592598896116
4900,demand,3002.320629579745
4901,demand,3352.366629731083
4902,demand,4184.087173919824
4903,demand,4715.335290215925
4904,demand,4978.927511464036
4905,demand,4993.722392477095
4906,demand,4811.624835315453
4907,demand,4612.4051085682495
4908,demand,4534.386475848776
4909,demand,4439.906266959588
4910,demand,4339.63961430276
4911,demand,4317.357121551399
4912,demand,4436.655860599567
4913,demand,4434.322732315059
4914,demand,4392.294312743744
4915,demand,4384.396961733948
4916,demand,4323.103644011448
4917,demand,4201.592284090926
4918,demand,3859.04560823714
4919,demand,3599.340021218216
4920,demand,3335.2495981569955
4921,demand,3251.783267494218
4922,demand,3161.060287716182
4923,demand,3095.7502911001966
4924,demand,3095.537828621379
4925,demand,3429.225984011564
4926,demand,4206.764508371013
4927,demand,4719.0885961689
4928,demand,4979.548311081313
4929,demand,4995.654358447104
4930,demand,4825.496288699545
4931,demand,4639.211357420537
4932,demand,4580.447697930888
4933,demand,4485.900110223876
4934,demand,4387.286713364904
4935,demand,4350.248077695827
4936,demand,4451.143957518665
4937,demand,4439.896897651251
4938,demand,4391.988993976108
4939,demand,4389.696282753167
4940,demand,4328.080391911665
4941,demand,4203.618657415739
4942,demand,3854.953214397581
4943,demand,3584.149469585594
4944,demand,3315.070073658295
4945,demand,3231.986640182694
4946,demand,3119.776539736125
4947,demand,3015.689810542778
4948,demand,3003.039129529504
4949,demand,3354.665777606514
4950,demand,4194.813112114742
4951,demand,4738.364793497997
4952,demand,5001.119522929415
4953,demand,5000.967209700555
4954,demand,4828.9712284803645
4955,demand,4647.86318444971
4956,demand,4584.507446092352
4957,demand,4498.1649368374265
4958,demand,4400.634572016278
4959,demand,4365.651716616256
4960,demand,4454.027171930623
4961,demand,4450.083033586543
4962,demand,4404.712972738515
4963,demand,4400.614320645567
4964,demand,4339.613430249532
4965,demand,4222.090162607423
4966,demand,3867.386862823563
4967,demand,3607.066636393549
4968,demand,3345.7899344233588
4969,demand,3249.406828194665
4970,demand,3146.598344088753
4971,demand,3077.538159327386
4972,demand,2954.483653676076
4973,demand,3388.8191390737375
4974,demand,4156.661425719751
4975,demand,4674.54200753052
4976,demand,4947.358865014349
4977,demand,4969.690174995765
4978,demand,4803.732866138424
4979,demand,4607.722944701955
4980,demand,4474.182524247289
4981,demand,4306.292102584807
4982,demand,4182.247268048862
4983,demand,4150.148796469085
4984,demand,4250.213423826466
4985,demand,4254.517518095084
4986,demand,4188.669687159632
4987,demand,4116.832078024678
4988,demand,4076.5623301149963
4989,demand,4011.3660155967536
4990,demand,3755.208809028034
4991,demand,3533.998374599779
4992,demand,3256.6361934171064
4993,demand,3160.695697482788
4994,demand,3046.4644169666517
4995,demand,2956.567459972908
4996,demand,2859.258444078781
4997,demand,2887.530064220336
4998,demand,3334.7634215905828
4999,demand,3758.91269273284
5000,demand,4082.556854606913
5001,demand,4160.207504394797
5002,demand,4030.5373522804966
5003,demand,3875.502848881598
5004,demand,3767.5643045458346
5005,demand,3688.029934717524
5006,demand,3652.3515095297707
5007,demand,3699.524613278767
5008,demand,3865.303968860372
5009,demand,3914.2862116240894
5010,demand,3847.6800128463956
5011,demand,3828.6967112692
5012,demand,3857.759425439645
5013,demand,3815.4784306451465
5014,demand,3574.660777874241
5015,demand,3374.072239535858
5016,demand,3124.328869383426
5017,demand,3029.046488185223
5018,demand,2911.8973155532276
5019,demand,2815.730637261471
5020,demand,2720.3274981436634
5021,demand,2733.6031575926363
5022,demand,3154.547624919205
5023,demand,3529.07218515692
5024,demand,3876.1344606578023
5025,demand,3968.132271418042
5026,demand,3859.7204142461287
5027,demand,3751.202997832652
5028,demand,3699.121616827539
5029,demand,3618.6417149097233
5030,demand,3619.069376586396
5031,demand,3696.6349357117424
5032,demand,3922.72397955655
5033,demand,4013.2899013141696
5034,demand,4001.363136257268
5035,demand,3998.845136163718
5036,demand,4004.757815465276
5037,demand,3911.257114966632
5038,demand,3621.218273823505
5039,demand,3411.3990249740027
5040,demand,3180.530059259491
5041,demand,3074.260704678468
5042,demand,2990.8362671953982
5043,demand,2939.190714957822
5044,demand,2961.776082422165
5045,demand,3285.800491800557
5046,demand,4086.988370170444
5047,demand,4629.297953486447
5048,demand,4925.888490976216
5049,demand,4965.915633197283
5050,demand,4817.600438315644
5051,demand,4634.719539282143
5052,demand,4577.469363838872
5053,demand,4491.354615113392
5054,demand,4386.3343712628
5055,demand,4344.98394860174
5056,demand,4507.841028310593
5057,demand,4492.288328169071
5058,demand,4410.216823451123
5059,demand,4392.455897977133
5060,demand,4345.457999411286
5061,demand,4109.6406238694435
5062,demand,3778.173437368207
5063,demand,3487.3780873329833
5064,demand,3175.88214661524
5065,demand,3197.2573599439847
5066,demand,3102.728127691661
5067,demand,3055.4116903759714
5068,demand,3078.5646985473686
5069,demand,3465.4257617180738
5070,demand,4256.948053534246
5071,demand,4794.049276047845
5072,demand,5045.409214356329
5073,demand,5088.579605544364
5074,demand,4905.9520181539665
5075,demand,4715.492769186085
5076,demand,4608.821282320925
5077,demand,4537.566894522337
5078,demand,4411.982453268254
5079,demand,4388.631470935303
5080,demand,4539.884037023852
5081,demand,4539.090043564947
5082,demand,4418.491313319486
5083,demand,4381.559344752731
5084,demand,4379.071195979035
5085,demand,4115.569152878965
5086,demand,3789.066973517765
5087,demand,3528.878133119334
5088,demand,3261.55180096117
5089,demand,3293.497098105325
5090,demand,3211.4688593649225
5091,demand,3179.129208735578
5092,demand,3228.3143945007073
5093,demand,3544.559849567129
5094,demand,4505.260695340952
5095,demand,5029.998131233773
5096,demand,5327.121988758556
5097,demand,5387.415486170959
5098,demand,5197.975399128622
5099,demand,4976.659375247706
5100,demand,4891.626382449043
5101,demand,4781.036830489146
5102,demand,4631.5195604282235
5103,demand,4591.999347898275
5104,demand,4740.1885203854945
5105,demand,4672.657422952002
5106,demand,4549.418367942071
5107,demand,4495.224460485537
5108,demand,4497.518047264366
5109,demand,4312.62674235413
5110,demand,3911.629518675988
5111,demand,3636.84352174789
5112,demand,3371.190476854533
5113,demand,3236.9603790744604
5114,demand,3156.430512675409
5115,demand,3122.7274715634708
5116,demand,3172.18951343157
5117,demand,3435.384738799937
5118,demand,4360.215475073121
5119,demand,4905.482054427025
5120,demand,5189.378882652634
5121,demand,5240.305648748943
5122,demand,5049.674530507051
5123,demand,4852.444911900406
5124,demand,4799.651995262043
5125,demand,4685.027009358945
5126,demand,4568.964752283192
5127,demand,4538.190538575489
5128,demand,4667.251175991948
5129,demand,4603.866879622702
5130,demand,4493.351413480115
5131,demand,4480.507534280783
5132,demand,4472.089337275014
5133,demand,4283.779614417367
5134,demand,3873.0703904910324
5135,demand,3592.3767109638347
5136,demand,3324.3015532868676
5137,demand,3213.514322401932
5138,demand,3125.817284342811
5139,demand,3095.065073662865
5140,demand,3144.559769313536
5141,demand,3390.766878516475
5142,demand,4300.058733695767
5143,demand,4847.808431993984
5144,demand,5131.983956637444
5145,demand,5171.826059729603
5146,demand,4954.0578764972615
5147,demand,4726.6782489027155
5148,demand,4575.370814837734
5149,demand,4370.218666548132
5150,demand,4218.478880873522
5151,demand,4233.488060011787
5152,demand,4384.652038437491
5153,demand,4329.473890358194
5154,demand,4236.908669468699
5155,demand,4175.924618743222
5156,demand,4177.150878099749
5157,demand,4043.936346067929
5158,demand,3713.3754710687217
5159,demand,3473.4716929417327
5160,demand,3190.994265449795
5161,demand,3146.0600292253857
5162,demand,3042.4771670597383
5163,demand,2977.515078884418
5164,demand,2929.4885267172967
5165,demand,2935.7300975431795
5166,demand,3506.256119198427
5167,demand,3935.9141244416705
5168,demand,4299.337635784606
5169,demand,4420.709112430381
5170,demand,4258.462747528574
5171,demand,4074.640075219617
5172,demand,3993.0697682197715
5173,demand,3871.206844076973
5174,demand,3816.296890278244
5175,demand,3914.7882911637616
5176,demand,4122.022994083082
5177,demand,4121.009714208865
5178,demand,4024.972894987464
5179,demand,4020.5404150671548
5180,demand,4089.6988836639057
5181,demand,3934.7424930567972
5182,demand,3640.527535568704
5183,demand,3429.808450407543
5184,demand,3175.731603834519
5185,demand,3053.754085534677
5186,demand,2948.689530967714
5187,demand,2881.773174152374
5188,demand,2832.2897232923415
5189,demand,2850.1528551815063
5190,demand,3381.931309438005
5191,demand,3795.12039656554
5192,demand,4161.093243199026
5193,demand,4255.415152116586
5194,demand,4124.731473394145
5195,demand,3985.585170051544
5196,demand,3927.793695129293
5197,demand,3825.255724788648
5198,demand,3791.961032428352
5199,demand,3876.661140171705
5200,demand,4140.712502906519
5201,demand,4187.950726647353
5202,demand,4143.372925218811
5203,demand,4189.780201615291
5204,demand,4204.491440663501
5205,demand,4002.294151335107
5206,demand,3653.724584442657
5207,demand,3431.7564428989062
5208,demand,3212.3238159536368
5209,demand,3088.440263238783
5210,demand,3018.0925409449046
5211,demand,2997.797079696626
5212,demand,3074.477648799017
5213,demand,3417.706500505651
5214,demand,4286.515977881565
5215,demand,4856.249966118108
5216,demand,5140.151045152676
5217,demand,5209.56216219814
5218,demand,5017.467455293445
5219,demand,4825.952584491489
5220,demand,4798.911416748709
5221,demand,4679.357411985933
5222,demand,4568.337726703497
5223,demand,4496.3110303500525
5224,demand,4658.669554331764
5225,demand,4640.979207059905
5226,demand,4513.861767947836
5227,demand,4475.012380601316
5228,demand,4450.969722071759
5229,demand,4249.2151067076875
5230,demand,3831.5314287224237
5231,demand,3550.2405084795128
5232,demand,3291.6173825844817
5233,demand,3237.1006177739473
5234,demand,3151.59211146639
5235,demand,3126.628572299836
5236,demand,3196.5224217564737
5237,demand,3515.418410947492
5238,demand,4363.546615884477
5239,demand,4918.521484826153
5240,demand,5221.292367428647
5241,demand,5272.52515520666
5242,demand,5081.004593389932
5243,demand,4901.245989086451
5244,demand,4855.950525100245
5245,demand,4754.930577985525
5246,demand,4614.838392681243
5247,demand,4587.622704537263
5248,demand,4731.236487388611
5249,demand,4655.636890251278
5250,demand,4524.614121519342
5251,demand,4494.995033707103
5252,demand,4493.916529380807
5253,demand,4280.36867125816
5254,demand,3880.0642640047718
5255,demand,3610.1080067250577
5256,demand,3349.0552505313426
5257,demand,3283.644992646173
5258,demand,3207.8694987944427
5259,demand,3182.795416719184
5260,demand,3261.301358763989
5261,demand,3595.273719173544
5262,demand,4421.735686816247
5263,demand,4977.775764506019
5264,demand,5248.5029831915435
5265,demand,5306.053193821236
5266,demand,5117.837667212274
5267,demand,4921.864044647763
5268,demand,4861.467465609093
5269,demand,4763.0425415827885
5270,demand,4622.639256114802
5271,demand,4605.09581241494
5272,demand,4798.01325692023
5273,demand,4721.733302340246
5274,demand,4600.916785371717
5275,demand,4570.582621128329
5276,demand,4554.270097891839
5277,demand,4316.200132241065
5278,demand,3909.3872941680793
5279,demand,3650.9868325506195
5280,demand,3390.129148369212
5281,demand,3251.0456878211107
5282,demand,3167.52879290426
5283,demand,3137.391472431092
5284,demand,3213.528847203652
5285,demand,3550.734545543375
5286,demand,4358.132340026133
5287,demand,4897.962556944653
5288,demand,5187.979360701736
5289,demand,5250.215027164969
5290,demand,5053.293802931128
5291,demand,4846.266511009503
5292,demand,4772.498446516338
5293,demand,4654.481152394013
5294,demand,4530.951010908648
5295,demand,4531.112185409655
5296,demand,4702.116349780292
5297,demand,4684.380745348422
5298,demand,4593.221907381426
5299,demand,4629.990562403099
5300,demand,4632.704631214612
5301,demand,4304.735073258045
5302,demand,3919.373358739167
5303,demand,3722.173421642648
5304,demand,3488.158178831677
5305,demand,3337.697276053179
5306,demand,3246.814635017634
5307,demand,3224.542830756869
5308,demand,3295.858213965351
5309,demand,3678.0275964600796
5310,demand,4493.789999932653
5311,demand,4972.984502554129
5312,demand,5234.1525555107255
5313,demand,5258.755522433628
5314,demand,5039.278852806704
5315,demand,4802.370921386273
5316,demand,4684.047415793779
5317,demand,4512.368009756668
5318,demand,4395.188594743832
5319,demand,4433.321118052934
5320,demand,4612.086042303445
5321,demand,4547.04735707462
5322,demand,4421.864857925139
5323,demand,4346.54958247125
5324,demand,4367.697199149551
5325,demand,4198.724828363455
5326,demand,3896.965660291623
5327,demand,3752.1205461788
5328,demand,3510.147075579117
5329,demand,3453.887064793942
5330,demand,3359.8985829259473
5331,demand,3283.365654183434
5332,demand,3238.053157084893
5333,demand,3306.502853076542
5334,demand,3711.8129360903768
5335,demand,4116.970432456209
5336,demand,4467.154431785254
5337,demand,4589.613819583323
5338,demand,4422.100296903163
5339,demand,4235.811472374686
5340,demand,4164.404209341947
5341,demand,4003.19480341444
5342,demand,3978.372497258284
5343,demand,4053.7939113177927
5344,demand,4194.781235903198
5345,demand,4178.180588397083
5346,demand,4072.074259751793
5347,demand,4073.499348380843
5348,demand,4134.533120515789
5349,demand,3919.752506061731
5350,demand,3610.4055928611488
5351,demand,3422.379997474113
5352,demand,3190.656376594174
5353,demand,3143.17012300646
5354,demand,3030.65488317792
5355,demand,2975.114877861507
5356,demand,2945.044585205719
5357,demand,3045.043853496022
5358,demand,3485.487026131218
5359,demand,3858.185125242848
5360,demand,4201.156625171838
5361,demand,4317.307677801762
5362,demand,4190.577720264325
5363,demand,4025.098664131904
5364,demand,3963.826422981566
5365,demand,3884.146785069106
5366,demand,3846.147988653259
5367,demand,3896.909070199156
5368,demand,4140.092077070918
5369,demand,4185.841150893429
5370,demand,4129.199030898981
5371,demand,4150.185320451117
5372,demand,4217.357020590185
5373,demand,3981.3758954458763
5374,demand,3619.60928225746
5375,demand,3399.02886737778
5376,demand,3173.764369941822
5377,demand,3218.8111491055815
5378,demand,3162.060737619999
5379,demand,3160.7444102152904
5380,demand,3285.883944641684
5381,demand,3738.29722171532
5382,demand,4665.225527440232
5383,demand,5244.05668220517
5384,demand,5451.987546130053
5385,demand,5461.65597311467
5386,demand,5253.5091040200405
5387,demand,5057.886144819655
5388,demand,4984.153489082312
5389,demand,4893.392362312584
5390,demand,4760.859684292174
5391,demand,4746.790203807169
5392,demand,4954.658729827074
5393,demand,4905.507984843001
5394,demand,4766.299750698726
5395,demand,4726.435798612102
5396,demand,4737.28719078622
5397,demand,4441.552212221974
5398,demand,3995.731550633231
5399,demand,3718.7051042828098
5400,demand,3462.5256542463176
5401,demand,3385.4023250575992
5402,demand,3317.543047741924
5403,demand,3314.173224590225
5404,demand,3438.3142438991654
5405,demand,3889.7811109371432
5406,demand,4780.130858844612
5407,demand,5316.110511277158
5408,demand,5497.819872621176
5409,demand,5493.0552134589525
5410,demand,5278.886006163388
5411,demand,5064.074526028125
5412,demand,4984.999209721921
5413,demand,4869.932678714227
5414,demand,4718.47126724294
5415,demand,4714.8065697719
5416,demand,4877.313351085685
5417,demand,4814.26831496829
5418,demand,4691.319479705123
5419,demand,4692.095757948391
5420,demand,4754.742626048546
5421,demand,4452.622960340752
5422,demand,4016.2638510046027
5423,demand,3732.0714079376576
5424,demand,3471.8475933180735
5425,demand,3359.848365825646
5426,demand,3290.336332122284
5427,demand,3283.404247941192
5428,demand,3414.6252218816
5429,demand,3875.8486016077113
5430,demand,4818.12392634312
5431,demand,5341.942801290574
5432,demand,5548.621998965141
5433,demand,5538.767982653724
5434,demand,5347.718488752586
5435,demand,5164.009571005268
5436,demand,5099.970388526548
5437,demand,5021.443712598259
5438,demand,4874.68558804971
5439,demand,4864.43219840433
5440,demand,5036.68646090135
5441,demand,4918.243165915529
5442,demand,4778.61485140386
5443,demand,4810.853287934143
5444,demand,4797.74470424418
5445,demand,4421.674545135416
5446,demand,3979.626495975079
5447,demand,3696.719257045882
5448,demand,3444.881378325046
5449,demand,3342.98421638148
5450,demand,3271.673984161165
5451,demand,3264.8462473287163
5452,demand,3392.681654855242
5453,demand,3851.1071585770906
5454,demand,4729.741746218593
5455,demand,5251.994449249213
5456,demand,5456.55271055495
5457,demand,5444.726788483082
5458,demand,5228.997297851179
5459,demand,5021.757722818667
5460,demand,4944.646140112355
5461,demand,4826.939819601113
5462,demand,4683.208026686107
5463,demand,4665.1850719280255
5464,demand,4838.944601575951
5465,demand,4777.1769585147385
5466,demand,4665.008892397336
5467,demand,4697.749540481318
5468,demand,4741.1544986397985
5469,demand,4390.0343543541485
5470,demand,3949.639523421234
5471,demand,3681.997320625081
5472,demand,3458.596511482818
5473,demand,3399.9964060390002
5474,demand,3357.698028373604
5475,demand,3378.763015033681
5476,demand,3525.91634164394
5477,demand,3983.4398490497733
5478,demand,4967.3188591792805
5479,demand,5421.86357752587
5480,demand,5638.043159051862
5481,demand,5722.7921037333235
5482,demand,5473.86908285401
5483,demand,5229.8359416614585
5484,demand,5003.685698749348
5485,demand,4702.261497417856
5486,demand,4570.0129307963825
5487,demand,4541.055471505402
5488,demand,4667.070879690136
5489,demand,4584.21776386049
5490,demand,4452.662192706096
5491,demand,4416.145184823525
5492,demand,4461.669562615316
5493,demand,4165.97692978866
5494,demand,3797.317345400209
5495,demand,3551.888221066254
5496,demand,3281.8858701045
5497,demand,3195.974255616474
5498,demand,3096.448632468184
5499,demand,3045.544448739674
5500,demand,3051.8973298712917
5501,demand,3183.826411656104
5502,demand,3657.2143327772847
5503,demand,4040.6591256073652
5504,demand,4397.796150692327
5505,demand,4505.606816190494
5506,demand,4364.109178811725
5507,demand,4212.616114456943
5508,demand,4124.73472655528
5509,demand,4043.368074666855
5510,demand,4028.053044132482
5511,demand,4076.7240053116793
5512,demand,4330.988068561204
5513,demand,4335.529754159811
5514,demand,4236.133897432158
5515,demand,4212.745866482036
5516,demand,4225.733766371126
5517,demand,3972.9190309128508
5518,demand,3663.443900348367
5519,demand,3467.450792354759
5520,demand,3219.403170236696
5521,demand,3120.4241199985117
5522,demand,3025.480386284451
5523,demand,2975.227008794862
5524,demand,2988.463078270038
5525,demand,3108.7210209891427
5526,demand,3544.1914521654935
5527,demand,3891.980768400854
5528,demand,4212.283384793269
5529,demand,4329.274569236837
5530,demand,4162.632104667737
5531,demand,4029.899262331932
5532,demand,3950.6889398442536
5533,demand,3868.61541049662
5534,demand,3816.0831562254807
5535,demand,3920.067091820313
5536,demand,4211.542300022002
5537,demand,4249.120800604833
5538,demand,4214.085131183426
5539,demand,4263.731303401242
5540,demand,4356.316792465424
5541,demand,4047.742145190031
5542,demand,3680.086503660833
5543,demand,3469.020695123958
5544,demand,3247.7754639134773
5545,demand,3200.5424392278646
5546,demand,3142.1574360073073
5547,demand,3146.3110729346117
5548,demand,3297.756053315025
5549,demand,3765.73805851354
5550,demand,4663.160554787176
5551,demand,5196.993735280687
5552,demand,5396.604972303533
5553,demand,5394.752215760668
5554,demand,5195.10697257801
5555,demand,4983.119692137879
5556,demand,4921.661531456088
5557,demand,4821.664851598418
5558,demand,4683.26391269606
5559,demand,4656.106945121259
5560,demand,4857.674931192315
5561,demand,4811.015434578686
5562,demand,4688.612962891686
5563,demand,4694.3945692498655
5564,demand,4758.965024138186
5565,demand,4388.981843691858
5566,demand,3939.186219992204
5567,demand,3663.026196837366
5568,demand,3413.097125712052
5569,demand,3361.957073749152
5570,demand,3296.625936183713
5571,demand,3301.56303730282
5572,demand,3451.6248226814087
5573,demand,3917.0150162473665
5574,demand,4827.152242683722
5575,demand,5310.343572227415
5576,demand,5481.581656195864
5577,demand,5460.253962256997
5578,demand,5250.5362542274
5579,demand,5038.3946420128395
5580,demand,4962.611630389934
5581,demand,4870.189451224745
5582,demand,4735.729479015411
5583,demand,4720.3435253848875
5584,demand,4902.167240094222
5585,demand,4823.368115619072
5586,demand,4703.719055923292
5587,demand,4711.627674443123
