hour,value,Technology
894,102540.39639855605,curtailment
895,111530.08911230245,curtailment
896,120041.98883204031,curtailment
897,125041.11860630335,curtailment
898,130738.57852619996,curtailment
899,135738.79398974133,curtailment
900,141126.44000563977,curtailment
901,145683.57987693395,curtailment
902,147921.32670743694,curtailment
903,149429.22770973563,curtailment
904,149682.83986444023,curtailment
905,149015.34745962283,curtailment
906,149725.2394838735,curtailment
907,151446.6557118896,curtailment
908,152849.7963034447,curtailment
909,153148.76169935023,curtailment
910,152943.94435251117,curtailment
911,153003.6297199787,curtailment
912,153040.79400331626,curtailment
913,152295.49127711402,curtailment
914,150827.0629940147,curtailment
915,148776.86867243855,curtailment
916,145646.09132012725,curtailment
917,140927.03037020945,curtailment
918,135920.5193449055,curtailment
919,131408.39058750245,curtailment
920,127331.97539239706,curtailment
921,122088.00857760181,curtailment
922,114349.29951832563,curtailment
923,106635.832382737,curtailment
924,101705.25240317192,curtailment
925,95464.26254599536,curtailment
926,89528.55789077132,curtailment
927,87145.91167439084,curtailment
928,89439.47373919727,curtailment
929,93801.82092369546,curtailment
930,98095.5314131912,curtailment
931,100679.49107278364,curtailment
932,103234.84132065721,curtailment
933,106928.65739093586,curtailment
934,112242.42326548074,curtailment
935,116899.25676727165,curtailment
936,119248.75840756264,curtailment
937,122309.99713147657,curtailment
938,123684.8353267109,curtailment
939,123515.95883689169,curtailment
940,121217.46444244201,curtailment
941,116651.90956676181,curtailment
